PROLIFIC_PID,SESSION_ID,STUDY_ID,batchId,cheat,cheat_player,cheater,choose_pretender,click_log,correct,decision,final_grid_state,generalMultiple,genuine_first,genuine_player,grid,grid_number,internal_node_id,noncheater,nonpretend_instructions,num_clicks,participant_number,points,pretend_instructions,question_order,replay_log,responses,rt,success,test_part,time_elapsed,total_points,trial_index,trial_type,view_history
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-0.0,,1,,222,,1,,,,,1.0,,5227,64,0,fullscreen,
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-1.0-0.0,,1,,222,,1,,,,133344.80000001192,,,138573,64,1,instructions,"[{""page_index"":0,""viewing_time"":19350.100000023842},{""page_index"":1,""viewing_time"":7331.099999964237},{""page_index"":2,""viewing_time"":29859.100000023842},{""page_index"":3,""viewing_time"":76804}]"
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,1.0,,,,True,,,,0.0-1.0-1.0,,1,,222,,1,[0],,"{""Q0"":""... sink all ships with as <b>few clicks</b> as possible""}",6495.0,,multichoice_nonpretend,145069,64,2,survey-multi-choice,
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-2.0,,1,,222,,1,,,,4298.300000011921,,,149368,64,3,instructions,"[{""page_index"":0,""viewing_time"":4298.200000047684}]"
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,0.0,,,False,"{'i': [0, 0, 3, 3, 1, 2, 1, 1, 2, 0, 3, 0, 2, 2, 1], 'j': [1, 2, 1, 0, 2, 2, 1, 3, 3, 3, 2, 0, 0, 1, 0], 't': [2966.800000011921, 4389.600000023842, 11582.399999976158, 12717.300000011921, 17841, 21030.69999998808, 24098.600000023842, 25786.80000001192, 27937.600000023842, 29359.69999998808, 31076.600000023842, 32894.30000001192, 34428, 35609.80000001192, 36907.10000002384], 'hit': ['0', '0', '0', '0', 'B', '0', '0', 'B', '0', '0', '0', '0', 'A', '0', 'A']}",,,"[['sea', 'sea', 'sea', 'sea'], ['ship', 'sea', 'ship', 'ship'], ['ship', 'sea', 'sea', 'sea'], ['sea', 'sea', 'sea', 'unknown']]",,True,,"[['0', '0', '0', '0'], ['A', '0', 'B', 'B'], ['A', '0', '0', '0'], ['0', '0', '0', '0']]",,0.0-3.0,,1,15.0,222,1.0,1,,,,,,,188361,64,4,Battleships,
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-4.0,,1,,222,,1,,,,46355.69999998808,,,234717,64,5,instructions,"[{""page_index"":0,""viewing_time"":46355.19999998808}]"
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,0.0,,,False,"{'i': [0, 2, 2, 2, 1, 3, 4, 4, 3, 0, 0, 1, 1, 1, 0, 1], 'j': [2, 3, 4, 2, 3, 3, 3, 0, 1, 0, 1, 1, 0, 2, 4, 4], 't': [1837.800000011921, 3751.599999964237, 5842.800000011921, 7264.199999988079, 9229, 10595.5, 11653, 14043.5, 15579.300000011921, 17117.5, 18196.899999976158, 19415.5, 22407.30000001192, 28599.899999976158, 30390.5, 31879.69999998808], 'hit': ['0', 'C', '0', '0', '0', 'C', '0', '0', '0', '0', '0', 'A', 'A', 'A', 'B', 'B']}",,,"[['sea', 'sea', 'sea', 'unknown', 'ship'], ['ship', 'ship', 'ship', 'sea', 'ship'], ['unknown', 'unknown', 'sea', 'ship', 'sea'], ['unknown', 'sea', 'unknown', 'ship', 'unknown'], ['sea', 'unknown', 'unknown', 'sea', 'unknown']]",,True,,"[['0', '0', '0', '0', 'B'], ['A', 'A', 'A', '0', 'B'], ['0', '0', '0', 'C', '0'], ['0', '0', '0', 'C', '0'], ['0', '0', '0', '0', '0']]",4.0,0.0-5.0-0.0,,1,16.0,222,9.0,1,,,,,,non-pretend,268734,64,6,Battleships,
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-5.0-1.0,,1,,222,,1,,,,3823.399999976158,,,272560,64,7,instructions,"[{""page_index"":0,""viewing_time"":3822.899999976158}]"
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,0.0,,,False,"{'i': [1, 0, 0, 1, 2, 4, 3, 0, 4, 3, 0, 4, 3, 4, 4, 2, 2, 2, 2], 'j': [1, 4, 3, 4, 4, 4, 4, 0, 0, 1, 1, 2, 2, 1, 3, 1, 0, 2, 3], 't': [2452.2999999523163, 3968.199999988079, 5761.599999964237, 6911.399999976158, 8126.699999988079, 9635.5, 11496.299999952316, 13039.399999976158, 14469.299999952316, 16152.199999988079, 18775.19999998808, 26298.099999964237, 28502.399999976158, 29571.69999998808, 30624.399999976158, 36270.299999952316, 37296.09999996424, 38558.09999996424, 39509.89999997616], 'hit': ['0', 'B', '0', 'B', '0', '0', '0', '0', '0', '0', '0', 'C', '0', '0', 'C', 'A', '0', 'A', 'A']}",,,"[['sea', 'sea', 'unknown', 'sea', 'ship'], ['unknown', 'sea', 'unknown', 'unknown', 'ship'], ['sea', 'ship', 'ship', 'ship', 'sea'], ['unknown', 'sea', 'sea', 'unknown', 'sea'], ['sea', 'sea', 'ship', 'ship', 'sea']]",,True,,"[['0', '0', '0', '0', 'B'], ['0', '0', '0', '0', 'B'], ['0', 'A', 'A', 'A', '0'], ['0', '0', '0', '0', '0'], ['0', '0', 'C', 'C', '0']]",3.0,0.0-5.0-0.1,,1,19.0,222,6.0,1,,,,,,non-pretend,314150,64,8,Battleships,
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-5.0-1.1,,1,,222,,1,,,,2878.900000035763,,,317031,64,9,instructions,"[{""page_index"":0,""viewing_time"":2878.600000023842}]"
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,0.0,,,False,"{'i': [0, 0, 4, 4, 3, 4, 4, 1, 0, 2, 2, 3, 2, 2, 3, 3, 1, 1, 1, 0], 'j': [4, 0, 0, 4, 4, 3, 2, 1, 2, 2, 0, 1, 3, 1, 2, 0, 3, 4, 2, 3], 't': [3865, 5034.900000035763, 6337.100000023842, 7571.600000023842, 10463.200000047684, 11730.800000011921, 13284.300000011921, 15617.300000011921, 18207, 21050.400000035763, 23446.700000047684, 25412.5, 30932.400000035763, 34598.200000047684, 36053.5, 37379.5, 40312.10000002384, 41764.700000047684, 42787, 44789.30000001192], 'hit': ['0', '0', '0', 'B', '0', 'B', '0', '0', '0', '0', '0', 'A', '0', '0', 'A', 'A', 'C', '0', '0', 'C']}",,,"[['sea', 'unknown', 'sea', 'ship', 'sea'], ['unknown', 'sea', 'sea', 'ship', 'sea'], ['sea', 'sea', 'sea', 'sea', 'unknown'], ['ship', 'ship', 'ship', 'unknown', 'sea'], ['sea', 'unknown', 'sea', 'ship', 'ship']]",,True,,"[['0', '0', '0', 'C', '0'], ['0', '0', '0', 'C', '0'], ['0', '0', '0', '0', '0'], ['A', 'A', 'A', '0', '0'], ['0', '0', '0', 'B', 'B']]",7.0,0.0-5.0-0.2,,1,20.0,222,5.0,1,,,,,,non-pretend,363903,64,10,Battleships,
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-5.0-1.2,,1,,222,,1,,,,2158.600000023842,,,366065,64,11,instructions,"[{""page_index"":0,""viewing_time"":2158.300000011921}]"
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,0.0,,,False,"{'i': [1, 0, 1, 0, 0, 0, 2, 3, 3, 3, 3, 4, 4, 4, 3, 4, 4, 1, 2, 2, 2], 'j': [1, 0, 0, 1, 2, 4, 3, 0, 3, 2, 1, 1, 0, 4, 4, 3, 2, 4, 1, 2, 0], 't': [2471.399999976158, 5208.599999964237, 10258, 11433.300000011921, 12873.099999964237, 14437.300000011921, 15921.699999988079, 18794.099999964237, 21030.099999964237, 22727.099999964237, 23938, 25437.69999998808, 26556.599999964237, 27967.80000001192, 31394.399999976158, 32393.80000001192, 33195.30000001192, 35444.09999996424, 37245, 38303.30000001192, 39252.69999998808], 'hit': ['0', 'B', '0', 'B', '0', '0', '0', '0', '0', '0', '0', '0', '0', 'C', '0', 'C', '0', '0', 'A', 'A', 'A']}",,,"[['ship', 'ship', 'sea', 'unknown', 'sea'], ['sea', 'sea', 'unknown', 'unknown', 'sea'], ['ship', 'ship', 'ship', 'sea', 'unknown'], ['sea', 'sea', 'sea', 'sea', 'sea'], ['sea', 'sea', 'sea', 'ship', 'ship']]",,True,,"[['B', 'B', '0', '0', '0'], ['0', '0', '0', '0', '0'], ['A', 'A', 'A', '0', '0'], ['0', '0', '0', '0', '0'], ['0', '0', '0', 'C', 'C']]",2.0,0.0-5.0-0.3,,1,21.0,222,4.0,1,,,,,,non-pretend,407406,64,12,Battleships,
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-5.0-1.3,,1,,222,,1,,,,1331.699999988079,,,408740,64,13,instructions,"[{""page_index"":0,""viewing_time"":1331.3999999761581}]"
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,0.0,,,False,"{'i': [0, 4, 0, 4, 4, 3, 2, 0, 2, 2, 2, 3, 4, 0, 1], 'j': [0, 4, 4, 0, 3, 4, 4, 2, 2, 1, 0, 2, 2, 3, 3], 't': [2203.699999988079, 3768.899999976158, 6023.599999964237, 7326.899999976158, 15425.199999988079, 16821.599999964237, 18605.5, 23508.599999964237, 24891.69999998808, 26090.599999964237, 30489.799999952316, 37232, 38727.69999998808, 44127, 45444.59999996424], 'hit': ['0', 'A', '0', '0', '0', 'A', 'A', '0', '0', 'C', 'C', '0', '0', 'B', 'B']}",,,"[['sea', 'unknown', 'sea', 'ship', 'sea'], ['unknown', 'unknown', 'unknown', 'ship', 'unknown'], ['ship', 'ship', 'sea', 'unknown', 'ship'], ['unknown', 'unknown', 'sea', 'unknown', 'ship'], ['sea', 'unknown', 'sea', 'sea', 'ship']]",,True,,"[['0', '0', '0', 'B', '0'], ['0', '0', '0', 'B', '0'], ['C', 'C', '0', '0', 'A'], ['0', '0', '0', '0', 'A'], ['0', '0', '0', '0', 'A']]",6.0,0.0-5.0-0.4,,1,15.0,222,10.0,1,,,,,,non-pretend,456264,64,14,Battleships,
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-5.0-1.4,,1,,222,,1,,,,1441.7999999523163,,,457708,64,15,instructions,"[{""page_index"":0,""viewing_time"":1441.3999999761581}]"
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-6.0-0.0,,1,,222,,1,,,,55741.5,,,513451,64,16,instructions,"[{""page_index"":0,""viewing_time"":5213.400000035763},{""page_index"":1,""viewing_time"":13188.599999964237},{""page_index"":2,""viewing_time"":14726.100000023842},{""page_index"":3,""viewing_time"":22612.899999976158}]"
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,1.0,,,,True,,,,0.0-6.0-1.0,,1,,222,,1,[0],,"{""Q0"":""... play the game as if the cross hints <b>were not there</b> so that I look like someone who <b>had no hints</b>""}",16625.100000023842,,multichoice_pretend,530077,64,17,survey-multi-choice,
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,1.0,,,False,"{'i': [3, 2, 0, 3, 1, 1, 0, 2, 3], 'j': [0, 0, 3, 3, 1, 2, 2, 2, 1], 't': [4529.100000023842, 5844.100000023842, 9215.600000023842, 10833.700000047684, 13691.600000023842, 14713.5, 16571.900000035763, 17651.900000035763, 20478.5], 'hit': ['A', '0', '0', '0', '0', 'B', '0', 'B', 'A']}",,,"[['unknown', 'unknown', 'sea', 'sea'], ['unknown', 'sea', 'ship', 'unknown'], ['sea', 'unknown', 'ship', 'unknown'], ['ship', 'ship', 'unknown', 'sea']]",,True,,"[['0', '0', '0', '0'], ['0', '0', 'B', '0'], ['0', '0', 'B', '0'], ['A', 'A', '0', '0']]",,0.0-7.0,,1,9.0,222,7.0,1,,,,,,,552648,64,18,Battleships,
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-8.0,,1,,222,,1,,,,29790.599999964237,,,582441,64,19,instructions,"[{""page_index"":0,""viewing_time"":29790.19999998808}]"
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,1.0,,,False,"{'i': [0, 4, 0, 4, 1, 3, 0, 4, 4, 0, 1, 2, 2, 2, 2], 'j': [4, 0, 0, 4, 1, 3, 2, 2, 3, 3, 4, 0, 2, 1, 3], 't': [2563.100000023842, 4253.899999976158, 5563.899999976158, 6889.699999988079, 9016.399999976158, 10243, 12204, 14628.800000011921, 16611.30000001192, 21832.600000023842, 22798.69999998808, 24963, 27601, 29140.80000001192, 30424.80000001192], 'hit': ['B', '0', '0', '0', '0', '0', '0', 'C', 'C', '0', 'B', '0', 'A', 'A', 'A']}",,,"[['sea', 'unknown', 'sea', 'sea', 'ship'], ['unknown', 'sea', 'unknown', 'unknown', 'ship'], ['sea', 'ship', 'ship', 'ship', 'unknown'], ['unknown', 'unknown', 'unknown', 'sea', 'unknown'], ['sea', 'unknown', 'ship', 'ship', 'sea']]",,True,,"[['0', '0', '0', '0', 'B'], ['0', '0', '0', '0', 'B'], ['0', 'A', 'A', 'A', '0'], ['0', '0', '0', '0', '0'], ['0', '0', 'C', 'C', '0']]",3.0,0.0-9.0-0.0,,1,15.0,222,10.0,1,,,,,,pretend,614941,64,20,Battleships,
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-9.0-1.0,,1,,222,,1,,,,7925.300000011921,,,622867,64,21,instructions,"[{""page_index"":0,""viewing_time"":7924.699999988079}]"
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,1.0,,,False,"{'i': [4, 0, 0, 4, 4, 3, 2, 0, 2, 2, 1, 3, 1, 1, 1, 3, 4], 'j': [0, 4, 0, 4, 3, 4, 4, 2, 2, 0, 0, 0, 2, 1, 3, 2, 2], 't': [1265.699999988079, 3228.300000011921, 5765.300000011921, 6955.199999988079, 9129.800000011921, 10552.800000011921, 12357.399999976158, 14439.199999988079, 16777.099999964237, 20441.80000001192, 21929.099999964237, 22877.599999964237, 25026.80000001192, 28901.399999976158, 34887.19999998808, 37539.39999997616, 39177.69999998808], 'hit': ['0', '0', '0', 'A', '0', 'A', 'A', '0', '0', 'C', '0', 'C', '0', '0', '0', 'B', 'B']}",,,"[['sea', 'unknown', 'sea', 'unknown', 'sea'], ['sea', 'sea', 'sea', 'sea', 'unknown'], ['ship', 'unknown', 'sea', 'unknown', 'ship'], ['ship', 'unknown', 'ship', 'unknown', 'ship'], ['sea', 'unknown', 'ship', 'sea', 'ship']]",,True,,"[['0', '0', '0', '0', '0'], ['0', '0', '0', '0', '0'], ['C', '0', '0', '0', 'A'], ['C', '0', 'B', '0', 'A'], ['0', '0', 'B', '0', 'A']]",5.0,0.0-9.0-0.1,,1,17.0,222,8.0,1,,,,,,pretend,664122,64,22,Battleships,
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-9.0-1.1,,1,,222,,1,,,,10347.0,,,674470,64,23,instructions,"[{""page_index"":0,""viewing_time"":10346.600000023842}]"
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,1.0,,,False,"{'i': [0, 4, 4, 0, 1, 2, 1, 0, 1, 2, 3, 4, 4, 3, 2, 1, 0], 'j': [0, 4, 0, 4, 4, 4, 3, 2, 1, 1, 1, 2, 3, 2, 2, 2, 1], 't': [1730.3999999761581, 4871.199999988079, 6563.399999976158, 8672.899999976158, 12823.399999976158, 14003.699999988079, 15007.800000011921, 18407.399999976158, 21328.19999998808, 24186.19999998808, 27245.899999976158, 31436.30000001192, 34689, 36669.69999998808, 39048.19999998808, 40924.60000002384, 42969.60000002384], 'hit': ['0', '0', '0', '0', 'B', '0', 'B', '0', 'A', 'A', '0', 'C', '0', 'C', '0', '0', 'A']}",,,"[['sea', 'ship', 'sea', 'unknown', 'sea'], ['unknown', 'ship', 'sea', 'ship', 'ship'], ['unknown', 'ship', 'sea', 'unknown', 'sea'], ['unknown', 'sea', 'ship', 'unknown', 'unknown'], ['sea', 'unknown', 'ship', 'sea', 'sea']]",,True,,"[['0', 'A', '0', '0', '0'], ['0', 'A', '0', 'B', 'B'], ['0', 'A', '0', '0', '0'], ['0', '0', 'C', '0', '0'], ['0', '0', 'C', '0', '0']]",8.0,0.0-9.0-0.2,,1,17.0,222,8.0,1,,,,,,pretend,719523,64,24,Battleships,
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-9.0-1.2,,1,,222,,1,,,,3361.900000035763,,,722886,64,25,instructions,"[{""page_index"":0,""viewing_time"":3361.699999988079}]"
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,1.0,,,False,"{'i': [0, 1, 0, 0, 2, 2, 3, 4, 4, 4, 3, 0, 2, 1, 2, 3, 4], 'j': [0, 0, 1, 2, 0, 1, 0, 0, 4, 2, 2, 4, 4, 3, 3, 3, 3], 't': [1441.0999999642372, 2716.5, 9309.399999976158, 10954.300000011921, 12100.399999976158, 12930.599999964237, 13850.599999964237, 14638, 15596.800000011921, 16749.30000001192, 17794.399999976158, 19846.599999964237, 21544.5, 23073.5, 25874, 26963.30000001192, 27890.599999964237], 'hit': ['C', '0', 'C', '0', 'B', 'B', '0', '0', '0', '0', '0', '0', '0', '0', 'A', 'A', 'A']}",,,"[['ship', 'ship', 'sea', 'unknown', 'sea'], ['sea', 'unknown', 'unknown', 'sea', 'unknown'], ['ship', 'ship', 'unknown', 'ship', 'sea'], ['sea', 'unknown', 'sea', 'ship', 'unknown'], ['sea', 'unknown', 'sea', 'ship', 'sea']]",,True,,"[['C', 'C', '0', '0', '0'], ['0', '0', '0', '0', '0'], ['B', 'B', '0', 'A', '0'], ['0', '0', '0', 'A', '0'], ['0', '0', '0', 'A', '0']]",1.0,0.0-9.0-0.3,,1,17.0,222,8.0,1,,,,,,pretend,752857,64,26,Battleships,
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-9.0-1.3,,1,,222,,1,,,,1783.300000011921,,,754641,64,27,instructions,"[{""page_index"":0,""viewing_time"":1783.1000000238419}]"
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,1.0,,,False,"{'i': [4, 3, 4, 4, 4, 0, 0, 1, 2, 2, 1, 2, 2, 0, 1, 2, 3], 'j': [0, 0, 1, 2, 4, 4, 0, 1, 2, 3, 2, 1, 0, 2, 4, 4, 4], 't': [2245.100000023842, 3481.5, 5625.200000047684, 6664.200000047684, 8236.600000023842, 9727.700000047684, 10873.100000023842, 11885.300000011921, 14332.400000035763, 15803.200000047684, 18392.200000047684, 19362.600000023842, 21026.200000047684, 25961.5, 30194.30000001192, 31525.100000023842, 32847.40000003576], 'hit': ['C', '0', 'C', '0', '0', '0', '0', '0', 'B', '0', '0', 'B', '0', '0', 'A', 'A', 'A']}",,,"[['sea', 'unknown', 'sea', 'unknown', 'sea'], ['unknown', 'sea', 'sea', 'unknown', 'ship'], ['sea', 'ship', 'ship', 'sea', 'ship'], ['sea', 'unknown', 'unknown', 'unknown', 'ship'], ['ship', 'ship', 'sea', 'unknown', 'sea']]",,True,,"[['0', '0', '0', '0', '0'], ['0', '0', '0', '0', 'A'], ['0', 'B', 'B', '0', 'A'], ['0', '0', '0', '0', 'A'], ['C', 'C', '0', '0', '0']]",0.0,0.0-9.0-0.4,,1,17.0,222,8.0,1,,,,,,pretend,789562,64,28,Battleships,
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-9.0-1.4,,1,,222,,1,,,,1426.800000011921,,,790991,64,29,instructions,"[{""page_index"":0,""viewing_time"":1426.5}]"
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-10.0,,1,,222,,1,,,,38776.60000002384,,,829768,64,30,instructions,"[{""page_index"":0,""viewing_time"":12177.200000047684},{""page_index"":1,""viewing_time"":26598.899999976158}]"
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,211.0,right,False,,0.0,left,,,True,215.0,"[['C', 'C', '0', '0', '0'], ['0', '0', '0', '0', '0'], ['B', 'B', '0', 'A', '0'], ['0', '0', '0', 'A', '0'], ['0', '0', '0', 'A', '0']]",1.0,0.0-11.0-0.0,left,1,,222,,1,,"['left', 'right']",,,,judge,875429,64,31,Battleships_replay_2players,
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-11.0-1.0,,1,,222,,1,,,,8739.599999964237,,,884170,64,32,instructions,"[{""page_index"":0,""viewing_time"":8739.199999988079}]"
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,213.0,right,False,,0.0,left,,,True,210.0,"[['0', '0', '0', '0', '0'], ['0', '0', '0', '0', 'A'], ['0', 'B', 'B', '0', 'A'], ['0', '0', '0', '0', 'A'], ['C', 'C', '0', '0', '0']]",0.0,0.0-11.0-0.1,left,1,,222,,1,,"['left', 'right']",,,,judge,956850,64,33,Battleships_replay_2players,
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-11.0-1.1,,1,,222,,1,,,,2446.199999988079,,,959297,64,34,instructions,"[{""page_index"":0,""viewing_time"":2446}]"
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,217.0,left,False,,1.0,left,,,True,215.0,"[['B', 'B', '0', '0', '0'], ['0', '0', '0', '0', '0'], ['A', 'A', 'A', '0', '0'], ['0', '0', '0', '0', '0'], ['0', '0', '0', 'C', 'C']]",2.0,0.0-11.0-0.2,right,1,,222,,1,,"['left', 'right']",,,,judge,1012685,64,35,Battleships_replay_2players,
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-11.0-1.2,,1,,222,,1,,,,2887.099999964237,,,1015574,64,36,instructions,"[{""page_index"":0,""viewing_time"":2886.7999999523163}]"
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,208.0,right,False,,1.0,right,,,True,216.0,"[['0', '0', '0', '0', 'B'], ['A', 'A', 'A', '0', 'B'], ['0', '0', '0', 'C', '0'], ['0', '0', '0', 'C', '0'], ['0', '0', '0', '0', '0']]",4.0,0.0-11.0-0.3,left,1,,222,,1,,"['left', 'right']",,,,judge,1084547,64,37,Battleships_replay_2players,
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-11.0-1.3,,1,,222,,1,,,,1726.1000000238419,,,1086275,64,38,instructions,"[{""page_index"":0,""viewing_time"":1725.9000000357628}]"
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,207.0,right,False,,1.0,right,,,True,211.0,"[['0', '0', '0', '0', 'B'], ['0', '0', '0', '0', 'B'], ['0', 'A', 'A', 'A', '0'], ['0', '0', '0', '0', '0'], ['0', '0', 'C', 'C', '0']]",3.0,0.0-11.0-0.4,left,1,,222,,1,,"['left', 'right']",,,,judge,1139597,64,39,Battleships_replay_2players,
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-11.0-1.4,,1,,222,,1,,,,1986.3999999761581,,,1141585,64,40,instructions,"[{""page_index"":0,""viewing_time"":1986.0999999642372}]"
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-12.0,,1,,222,,1,,,"{""worker_comments"":""""}",10385.299999952316,,,1151971,64,41,survey-text,
6140620d3e937d82f30ce289,614b4f4e33e1a6d7f63c50fb,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,True,,,,0.0-13.0,,1,,222,,1,,,,18919.599999964237,,,1170892,64,42,instructions,"[{""page_index"":0,""viewing_time"":18919.099999964237}]"
6147733299655bdb3bd8ecec,614b4d7974d2745c4f6b1143,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,False,,,,0.0-0.0,,1,,221,,1,,,,,1.0,,7383,64,0,fullscreen,
6147733299655bdb3bd8ecec,614b4d7974d2745c4f6b1143,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,False,,,,0.0-1.0-0.0,,1,,221,,1,,,,43374.89999997616,,,50761,64,1,instructions,"[{""page_index"":0,""viewing_time"":16786.19999998808},{""page_index"":1,""viewing_time"":6834.699999988079},{""page_index"":2,""viewing_time"":7422.700000047684},{""page_index"":3,""viewing_time"":12330.399999976158}]"
6147733299655bdb3bd8ecec,614b4d7974d2745c4f6b1143,614a9c7e0714a6ab06bc69d6,2480,,,,False,,1.0,,,,False,,,,0.0-1.0-1.0,,1,,221,,1,[0],,"{""Q0"":""... sink all ships with as <b>few clicks</b> as possible""}",8285.5,,multichoice_nonpretend,59052,64,2,survey-multi-choice,
6147733299655bdb3bd8ecec,614b4d7974d2745c4f6b1143,614a9c7e0714a6ab06bc69d6,2480,,,,False,,,,,,False,,,,0.0-2.0,,1,,221,,1,,,,4966.600000023842,,,64021,64,3,instructions,"[{""page_index"":0,""viewing_time"":4966.199999988079}]"
